word,freq,Volume,start_dates
spread,33,9,1949-07-30
enlarge,12,9,1949-07-30
accused,83,9,1949-07-30
away,389,9,1949-07-30
anxious,34,9,1949-07-30
mass,80,9,1949-07-30
argued,23,9,1949-07-30
proved,17,9,1949-07-30
detrimental,11,9,1949-07-30
cause,172,9,1949-07-30
progress,100,9,1949-07-30
twelve,37,9,1949-07-30
nobody,84,9,1949-07-30
seriously,48,9,1949-07-30
impede,2,9,1949-07-30
nation,273,9,1949-07-30
adult,62,9,1949-07-30
franchise,62,9,1949-07-30
totally,28,9,1949-07-30
radically,4,9,1949-07-30
pursued,8,9,1949-07-30
set,164,9,1949-07-30
happen,99,9,1949-07-30
lot,76,9,1949-07-30
impediment,10,9,1949-07-30
permitted,72,9,1949-07-30
confined,42,9,1949-07-30
accord,30,9,1949-07-30
satisfy,41,9,1949-07-30
surprised,51,9,1949-07-30
laying,39,9,1949-07-30
therein,61,9,1949-07-30
liberty,244,9,1949-07-30
light,79,9,1949-07-30
gain,24,9,1949-07-30
opportunity,273,9,1949-07-30
gained,25,9,1949-07-30
advisable,15,9,1949-07-30
enable,86,9,1949-07-30
incorporation,15,9,1949-07-30
85,18,9,1949-07-30
run,123,9,1949-07-30
novel,7,9,1949-07-30
dealing,127,9,1949-07-30
previous,131,9,1949-07-30
obviously,51,9,1949-07-30
extraordinary,39,9,1949-07-30
50,56,9,1949-07-30
impeachment,1,9,1949-07-30
impeached,2,9,1949-07-30
charge,116,9,1949-07-30
prefer,14,9,1949-07-30
writing,33,9,1949-07-30
similarly,94,9,1949-07-30
removal,36,9,1949-07-30
demanding,13,9,1949-07-30
wherein,33,9,1949-07-30
saksenas,17,9,1949-07-30
safeguard,175,9,1949-07-30
enacted,64,9,1949-07-30
loophole,25,9,1949-07-30
ordinary,91,9,1949-07-30
governing,13,9,1949-07-30
considerably,27,9,1949-07-30
divided,62,9,1949-07-30
snatch,4,9,1949-07-30
vote,283,9,1949-07-30
thinly,2,9,1949-07-30
attended,14,9,1949-07-30
squabble,2,9,1949-07-30
remedy,61,9,1949-07-30
losing,11,9,1949-07-30
proceeded,10,9,1949-07-30
fail,81,9,1949-07-30
lest,12,9,1949-07-30
ground,295,9,1949-07-30
quarrel,51,9,1949-07-30
involved,71,9,1949-07-30
herein,11,9,1949-07-30
establishment,40,9,1949-07-30
necessarily,54,9,1949-07-30
step,137,9,1949-07-30
bring,262,9,1949-07-30
realizing,5,9,1949-07-30
fully,94,9,1949-07-30
history,139,9,1949-07-30
leap,4,9,1949-07-30
dark,15,9,1949-07-30
complete,107,9,1949-07-30
subversion,3,9,1949-07-30
noble,5,9,1949-07-30
dangerous,74,9,1949-07-30
utter,14,9,1949-07-30
simplification,1,9,1949-07-30
politics,49,9,1949-07-30
exhaust,5,9,1949-07-30
universe,4,9,1949-07-30
discourse,2,9,1949-07-30
shade,10,9,1949-07-30
kept,79,9,1949-07-30
150,84,9,1949-07-30
withdraw,133,9,1949-07-30
amendmentthe,24,9,1949-07-30
withdrawn,113,9,1949-07-30
constitutionarticle,31,9,1949-07-30
exceed,35,9,1949-07-30
twentyfive,16,9,1949-07-30
percent,3,9,1949-07-30
forty,32,9,1949-07-30
allocation,135,9,1949-07-30
fill,22,9,1949-07-30
possessed,15,9,1949-07-30
entitling,3,9,1949-07-30
choice,55,9,1949-07-30
prescribe,42,9,1949-07-30
modeled,1,9,1949-07-30
related,23,9,1949-07-30
consistent,29,9,1949-07-30
retain,56,9,1949-07-30
abandoned,8,9,1949-07-30
resulting,12,9,1949-07-30
problem,307,9,1949-07-30
suggest,248,9,1949-07-30
confess,35,9,1949-07-30
consequently,64,9,1949-07-30
postpone,15,9,1949-07-30
difficultyto,1,9,1949-07-30
resistance,7,9,1949-07-30
proposing,22,9,1949-07-30
creates,12,9,1949-07-30
anomaly,32,9,1949-07-30
prescribes,6,9,1949-07-30
leaf,23,9,1949-07-30
determining,16,9,1949-07-30
resolving,4,9,1949-07-30
90,23,9,1949-07-30
5,356,9,1949-07-30
disqualification,20,9,1949-07-30
occasion,174,9,1949-07-30
election,257,9,1949-07-30
relevant,47,9,1949-07-30
167,15,9,1949-07-30
equal,79,9,1949-07-30
validity,12,9,1949-07-30
circumstance,320,9,1949-07-30
disqualified,3,9,1949-07-30
onefourth,21,9,1949-07-30
25,47,9,1949-07-30
cent,329,9,1949-07-30
reconciled,5,9,1949-07-30
understanding,35,9,1949-07-30
talking,41,9,1949-07-30
asselmbly,1,9,1949-07-30
forward,191,9,1949-07-30
logic,16,9,1949-07-30
disposes,5,9,1949-07-30
regarding,182,9,1949-07-30
40,79,9,1949-07-30
population,295,9,1949-07-30
ten,319,9,1949-07-30
million,101,9,1949-07-30
consist,31,9,1949-07-30
wise,78,9,1949-07-30
stood,77,9,1949-07-30
minimum,81,9,1949-07-30
mysore,34,9,1949-07-30
hive,1,9,1949-07-30
acceded,4,9,1949-07-30
union,1078,9,1949-07-30
become,323,9,1949-07-30
arithmetic,4,9,1949-07-30
school,82,9,1949-07-30
college,36,9,1949-07-30
devising,4,9,1949-07-30
arithmeticlower,1,9,1949-07-30
higher,95,9,1949-07-30
mathematics,3,9,1949-07-30
squarely,8,9,1949-07-30
devised,10,9,1949-07-30
meansi,3,9,1949-07-30
meansthat,1,9,1949-07-30
sense,153,9,1949-07-30
eighty,8,9,1949-07-30
ninety,4,9,1949-07-30
seventy,8,9,1949-07-30
particle,2,9,1949-07-30
wiser,16,9,1949-07-30
rejected,41,9,1949-07-30
printed,92,9,1949-07-30
confessed,6,9,1949-07-30
leaving,49,9,1949-07-30
changeable,4,9,1949-07-30
finality,4,9,1949-07-30
wrong,148,9,1949-07-30
agreement,107,9,1949-07-30
revising,19,9,1949-07-30
review,44,9,1949-07-30
working,111,9,1949-07-30
able,419,9,1949-07-30
mistake,53,9,1949-07-30
fixation,5,9,1949-07-30
limit,172,9,1949-07-30
133,7,9,1949-07-30
2268,2,9,1949-07-30
2270,1,9,1949-07-30
2271,1,9,1949-07-30
2272,1,9,1949-07-30
2273,1,9,1949-07-30
statea,1,9,1949-07-30
15,206,9,1949-07-30
electoral,24,9,1949-07-30
comprising,12,9,1949-07-30
district,535,9,1949-07-30
stateb,3,9,1949-07-30
consisting,52,9,1949-07-30
learned,33,9,1949-07-30
profession,71,9,1949-07-30
specialist,3,9,1949-07-30
earningc,1,9,1949-07-30
10,125,9,1949-07-30
bachelor,1,9,1949-07-30
university,192,9,1949-07-30
theretod,1,9,1949-07-30
senate,4,9,1949-07-30
statee,2,9,1949-07-30
statef,1,9,1949-07-30
trade,212,9,1949-07-30
registered,39,9,1949-07-30
governmentg,1,9,1949-07-30
commerce,110,9,1949-07-30
stateh,1,9,1949-07-30
30,45,9,1949-07-30
andi,2,9,1949-07-30
remainder,5,9,1949-07-30
nominated,49,9,1949-07-30
governor3,1,9,1949-07-30
accordance,108,9,1949-07-30
proportional,12,9,1949-07-30
single,102,9,1949-07-30
transferable,14,9,1949-07-30
vote4,1,9,1949-07-30
voter,24,9,1949-07-30
defined,91,9,1949-07-30
revise,25,9,1949-07-30
expert,123,9,1949-07-30
advice,138,9,1949-07-30
composed,19,9,1949-07-30
intelligentsia,7,9,1949-07-30
popularly,2,9,1949-07-30
suffrage,18,9,1949-07-30
rural,50,9,1949-07-30
play,56,9,1949-07-30
big,100,9,1949-07-30
swaraj,21,9,1949-07-30
learning,38,9,1949-07-30
professor,65,9,1949-07-30
doctor,17,9,1949-07-30
engineer,2,9,1949-07-30
lawyer,111,9,1949-07-30
containing,16,9,1949-07-30
graduate,51,9,1949-07-30
realize,27,9,1949-07-30
intellectual,19,9,1949-07-30
dissatisfied,7,9,1949-07-30
generally,77,9,1949-07-30
class,416,9,1949-07-30
lose,56,9,1949-07-30
cooperation,31,9,1949-07-30
contribution,27,9,1949-07-30
wilt,1,9,1949-07-30
forth,41,9,1949-07-30
demand,162,9,1949-07-30
labour,108,9,1949-07-30
concentrated,12,9,1949-07-30
area,1020,9,1949-07-30
representationto,1,9,1949-07-30
complain,12,9,1949-07-30
partial,12,9,1949-07-30
specially,39,9,1949-07-30
fitted,5,9,1949-07-30
hurry,24,9,1949-07-30
revision,18,9,1949-07-30
sometimes,67,9,1949-07-30
discharge,59,9,1949-07-30
satisfactorily,7,9,1949-07-30
admitted,41,9,1949-07-30
discussion,330,9,1949-07-30
small,193,9,1949-07-30
comment,36,9,1949-07-30
noticing,2,9,1949-07-30
tendency,81,9,1949-07-30
unfortunate,61,9,1949-07-30
sharply,2,9,1949-07-30
responsibility,162,9,1949-07-30
feeling,145,9,1949-07-30
shove,4,9,1949-07-30
defining,15,9,1949-07-30
shape,68,9,1949-07-30
extremely,34,9,1949-07-30
finally,35,9,1949-07-30
afraid,145,9,1949-07-30
failing,11,9,1949-07-30
task,40,9,1949-07-30
allotted,26,9,1949-07-30
postponed,19,9,1949-07-30
require,119,9,1949-07-30
wisdom,69,9,1949-07-30
controversial,15,9,1949-07-30
august,90,9,1949-07-30
constituency,96,9,1949-07-30
controversy,76,9,1949-07-30
warranted,4,9,1949-07-30
shoving,1,9,1949-07-30
shirking,2,9,1949-07-30
neglecting,1,9,1949-07-30
safely,10,9,1949-07-30
entrusted,20,9,1949-07-30
responsible,133,9,1949-07-30
job,42,9,1949-07-30
minor,60,9,1949-07-30
frivolous,1,9,1949-07-30
pay,181,9,1949-07-30
sundry,2,9,1949-07-30
indeed,41,9,1949-07-30
unique,6,9,1949-07-30
enacting,28,9,1949-07-30
penal,11,9,1949-07-30
code,122,9,1949-07-30
basic,63,9,1949-07-30
constituted,80,9,1949-07-30
shrinking,1,9,1949-07-30
impression,28,9,1949-07-30
vacant,3,9,1949-07-30
prescribed,157,9,1949-07-30
genesis,3,9,1949-07-30
idea,268,9,1949-07-30
sanctioned,6,9,1949-07-30
full,187,9,1949-07-30
benefit,136,9,1949-07-30
irish,37,9,1949-07-30
panel,8,9,1949-07-30
enter,38,9,1949-07-30
arena,4,9,1949-07-30
faction,4,9,1949-07-30
degenerate,3,9,1949-07-30
gentleman,41,9,1949-07-30
mostly,21,9,1949-07-30
dirty,2,9,1949-07-30
pool,17,9,1949-07-30
meant,57,9,1949-07-30
rope,3,9,1949-07-30
real,109,9,1949-07-30
contest,21,9,1949-07-30
advantage,107,9,1949-07-30
failed,39,9,1949-07-30
hint,3,9,1949-07-30
generation,61,9,1949-07-30
motive,18,9,1949-07-30
ambiguous,8,9,1949-07-30
shirked,1,9,1949-07-30
bravest,1,9,1949-07-30
among,151,9,1949-07-30
face,59,9,1949-07-30
successful,13,9,1949-07-30
shirk,4,9,1949-07-30
oppose,108,9,1949-07-30
anomalous,8,9,1949-07-30
almost,99,9,1949-07-30
contradicts,1,9,1949-07-30
strange,21,9,1949-07-30
survival,3,9,1949-07-30
arising,36,9,1949-07-30
development,206,9,1949-07-30
height,10,9,1949-07-30
mathematical,9,9,1949-07-30
absurdity,14,9,1949-07-30
yesterday,140,9,1949-07-30
highly,40,9,1949-07-30
absurd,12,9,1949-07-30
sometime,17,9,1949-07-30
vigilant,6,9,1949-07-30
draftsman,14,9,1949-07-30
suddenly,14,9,1949-07-30
awakened,2,9,1949-07-30
deep,29,9,1949-07-30
slumber,2,9,1949-07-30
serious,134,9,1949-07-30
minute,106,9,1949-07-30
attempt,96,9,1949-07-30
repair,5,9,1949-07-30
shorn,2,9,1949-07-30
looked,36,9,1949-07-30
inoffensive,1,9,1949-07-30
criticising,6,9,1949-07-30
trying,113,9,1949-07-30
show,203,9,1949-07-30
unsatisfactory,18,9,1949-07-30
affair,182,9,1949-07-30
arose,17,9,1949-07-30
never,185,9,1949-07-30
149,15,9,1949-07-30
500,10,9,1949-07-30
45,20,9,1949-07-30
maximum,71,9,1949-07-30
exceeded,11,9,1949-07-30
existed,27,9,1949-07-30
blunder,4,9,1949-07-30
normally,28,9,1949-07-30
confining,3,9,1949-07-30
attempted,15,9,1949-07-30
repaired,1,9,1949-07-30
practical,55,9,1949-07-30
happens,71,9,1949-07-30
consists,20,9,1949-07-30
virtue,63,9,1949-07-30
disproportion,3,9,1949-07-30
reducing,12,9,1949-07-30
effectiveing,1,9,1949-07-30
comparing,6,9,1949-07-30
joint,115,9,1949-07-30
turn,46,9,1949-07-30
bear,94,9,1949-07-30
proportion,67,9,1949-07-30
illogical,2,9,1949-07-30
160,15,9,1949-07-30
trace,7,9,1949-07-30
sovereign,102,9,1949-07-30
maker,2,9,1949-07-30
minority,238,9,1949-07-30
abundant,3,9,1949-07-30
community,445,9,1949-07-30
general,391,9,1949-07-30
moreover,35,9,1949-07-30
nomination,45,9,1949-07-30
reservation,210,9,1949-07-30
scheduled,716,9,1949-07-30
caste,444,9,1949-07-30
naturally,61,9,1949-07-30
came,188,9,1949-07-30
percentage,69,9,1949-07-30
assurance,61,9,1949-07-30
suffer,51,9,1949-07-30
fear,163,9,1949-07-30
fundamentally,8,9,1949-07-30
approved,50,9,1949-07-30
honorable,43,9,1949-07-30
assure,32,9,1949-07-30
congratulate,40,9,1949-07-30
latest,14,9,1949-07-30
performance,18,9,1949-07-30
specific,70,9,1949-07-30
respective,24,9,1949-07-30
hailing,2,9,1949-07-30
nine,101,9,1949-07-30
bihar,149,9,1949-07-30
east,155,9,1949-07-30
punjab,195,9,1949-07-30
trouble,75,9,1949-07-30
installed,6,9,1949-07-30
tale,8,9,1949-07-30
spite,99,9,1949-07-30
elsewhere,44,9,1949-07-30
slight,13,9,1949-07-30
jettisoned,1,9,1949-07-30
ingenuity,4,9,1949-07-30
impasse,2,9,1949-07-30
asking,55,9,1949-07-30
authorising,17,9,1949-07-30
settle,51,9,1949-07-30
correct,111,9,1949-07-30
assent,81,9,1949-07-30
yes,165,9,1949-07-30
forget,45,9,1949-07-30
becoming,29,9,1949-07-30
bulky,2,9,1949-07-30
volume,39,9,1949-07-30
auditorgeneral,19,9,1949-07-30
humble,71,9,1949-07-30
extraneous,6,9,1949-07-30
backbone,3,9,1949-07-30
constitutionin,1,9,1949-07-30
legislatureeven,1,9,1949-07-30
solution,65,9,1949-07-30
amazing,1,9,1949-07-30
prospect,18,9,1949-07-30
minded,11,9,1949-07-30
boldly,4,9,1949-07-30
fairly,37,9,1949-07-30
faced,35,9,1949-07-30
desperation,1,9,1949-07-30
abandon,1,9,1949-07-30
unjustifiable,7,9,1949-07-30
undignified,2,9,1949-07-30
l,5,9,1949-07-30
k,35,9,1949-07-30
maitra,29,9,1949-07-30
quota,7,9,1949-07-30
detailed,25,9,1949-07-30
settlement,48,9,1949-07-30
leisurely,2,9,1949-07-30
secondly,108,9,1949-07-30
easy,82,9,1949-07-30
urban,17,9,1949-07-30
quote,45,9,1949-07-30
weightage,11,9,1949-07-30
notorious,6,9,1949-07-30
acted,18,9,1949-07-30
prevented,36,9,1949-07-30
passage,33,9,1949-07-30
loaded,1,9,1949-07-30
interested,60,9,1949-07-30
status,87,9,1949-07-30
quo,18,9,1949-07-30
administration,374,9,1949-07-30
developed,79,9,1949-07-30
established,87,9,1949-07-30
statement,99,9,1949-07-30
enumerated,29,9,1949-07-30
agreed,149,9,1949-07-30
literature,95,9,1949-07-30
art,30,9,1949-07-30
science,64,9,1949-07-30
medicine,19,9,1949-07-30
agriculture,48,9,1949-07-30
fishery,12,9,1949-07-30
cooperative,34,9,1949-07-30
cottage,2,9,1949-07-30
industry,192,9,1949-07-30
allied,10,9,1949-07-30
c,256,9,1949-07-30
engineering,11,9,1949-07-30
architecture,2,9,1949-07-30
building,40,9,1949-07-30
journalism,6,9,1949-07-30
apprehensive,12,9,1949-07-30
delay,44,9,1949-07-30
plenty,7,9,1949-07-30
although,136,9,1949-07-30
disposed,38,9,1949-07-30
summary,14,9,1949-07-30
fashion,28,9,1949-07-30
appeal,353,9,1949-07-30
generous,21,9,1949-07-30
debate,175,9,1949-07-30
criticism,92,9,1949-07-30
readymade,1,9,1949-07-30
apologist,1,9,1949-07-30
account,205,9,1949-07-30
innumerable,9,9,1949-07-30
tabled,81,9,1949-07-30
plan,49,9,1949-07-30
scheme,156,9,1949-07-30
envisaged,30,9,1949-07-30
selection,32,9,1949-07-30
candidate,87,9,1949-07-30
example,110,9,1949-07-30
led,37,9,1949-07-30
firsthand,1,9,1949-07-30
constitutional,148,9,1949-07-30
adviser,14,9,1949-07-30
visited,16,9,1949-07-30
ireland,11,9,1949-07-30
available,53,9,1949-07-30
electing,3,9,1949-07-30
selected,39,9,1949-07-30
originally,93,9,1949-07-30
indication,11,9,1949-07-30
unanimity,11,9,1949-07-30
electorate,63,9,1949-07-30
baffling,1,9,1949-07-30
merit,84,9,1949-07-30
investigation,50,9,1949-07-30
worthwhile,7,9,1949-07-30
cursorily,2,9,1949-07-30
defeat,17,9,1949-07-30
solve,44,9,1949-07-30
greatest,58,9,1949-07-30
pleasure,42,9,1949-07-30
temper,11,9,1949-07-30
outrun,1,9,1949-07-30
usual,19,9,1949-07-30
delimit,2,9,1949-07-30
applied,50,9,1949-07-30
offer,37,9,1949-07-30
guilty,27,9,1949-07-30
particularly,109,9,1949-07-30
inquiry,22,9,1949-07-30
data,7,9,1949-07-30
insufficient,5,9,1949-07-30
inadequate,21,9,1949-07-30
deciding,19,9,1949-07-30
happened,58,9,1949-07-30
1935,181,9,1949-07-30
lothian,1,9,1949-07-30
hammond,1,9,1949-07-30
went,77,9,1949-07-30
latter,36,9,1949-07-30
coopted,2,9,1949-07-30
likewise,6,9,1949-07-30
owing,16,9,1949-07-30
guided,29,9,1949-07-30
non,7,9,1949-07-30
depend,52,9,1949-07-30
limited,102,9,1949-07-30
resource,150,9,1949-07-30
frame,38,9,1949-07-30
amount,245,9,1949-07-30
apology,8,9,1949-07-30
framing,53,9,1949-07-30
whereas,54,9,1949-07-30
undergoing,7,9,1949-07-30
hence,65,9,1949-07-30
bind,27,9,1949-07-30
mechanism,4,9,1949-07-30
forever,11,9,1949-07-30
vary,24,9,1949-07-30
term,233,9,1949-07-30
visualise,9,9,1949-07-30
timelag,2,9,1949-07-30
promulgation,7,9,1949-07-30
successor,7,9,1949-07-30
seized,10,9,1949-07-30
elector,20,9,1949-07-30
gerrymandered,1,9,1949-07-30
device,13,9,1949-07-30
placing,29,9,1949-07-30
prior,18,9,1949-07-30
appoint,72,9,1949-07-30
scrutinise,8,9,1949-07-30
initiative,20,9,1949-07-30
leisure,2,9,1949-07-30
exhaustive,12,9,1949-07-30
enquiry,63,9,1949-07-30
care,87,9,1949-07-30
commit,27,9,1949-07-30
haste,7,9,1949-07-30
haphazard,2,9,1949-07-30
claim,222,9,1949-07-30
five,248,9,1949-07-30
else,94,9,1949-07-30
bit,37,9,1949-07-30
somewhere,33,9,1949-07-30
granting,23,9,1949-07-30
picture,56,9,1949-07-30
choose,46,9,1949-07-30
conflict,75,9,1949-07-30
varying,10,9,1949-07-30
knowing,31,9,1949-07-30
mainly,22,9,1949-07-30
depending,6,9,1949-07-30
assumption,15,9,1949-07-30
based,93,9,1949-07-30
model,15,9,1949-07-30
supplied,16,9,1949-07-30
perform,21,9,1949-07-30
count,23,9,1949-07-30
rough,4,9,1949-07-30
tumble,3,9,1949-07-30
active,13,9,1949-07-30
advise,39,9,1949-07-30
performing,5,9,1949-07-30
actually,67,9,1949-07-30
groping,1,9,1949-07-30
brajeshwar,120,9,1949-07-30
associated,25,9,1949-07-30
governmental,23,9,1949-07-30
activity,85,9,1949-07-30
harijan,88,9,1949-07-30
backward,187,9,1949-07-30
organised,14,9,1949-07-30
association,36,9,1949-07-30
letter,80,9,1949-07-30
actuated,7,9,1949-07-30
usit,1,9,1949-07-30
property,978,9,1949-07-30
bank,21,9,1949-07-30
balance,32,9,1949-07-30
constitutionmaking,12,9,1949-07-30
countthat,1,9,1949-07-30
stay,26,9,1949-07-30
expressed,96,9,1949-07-30
useless,25,9,1949-07-30
possession,84,9,1949-07-30
thoroughly,26,9,1949-07-30
ranga,8,9,1949-07-30
characterised,9,9,1949-07-30
entrust,11,9,1949-07-30
wisest,2,9,1949-07-30
earth,36,9,1949-07-30
realise,87,9,1949-07-30
convened,6,9,1949-07-30
organ,9,9,1949-07-30
89,7,9,1949-07-30
determine,63,9,1949-07-30
sister,7,9,1949-07-30
shrimati,19,9,1949-07-30
purnima,8,9,1949-07-30
banerji,3,9,1949-07-30
capitalist,33,9,1949-07-30
landlord,12,9,1949-07-30
satellite,9,9,1949-07-30
dominant,9,9,1949-07-30
theme,4,9,1949-07-30
lawgiver,2,9,1949-07-30
legislator,7,9,1949-07-30
parliamentarian,3,9,1949-07-30
democrat,2,9,1949-07-30
plato,2,9,1949-07-30
republic,73,9,1949-07-30
approximate,4,9,1949-07-30
undergo,10,9,1949-07-30
confront,7,9,1949-07-30
instability,2,9,1949-07-30
growing,17,9,1949-07-30
chalking,1,9,1949-07-30
defence,74,9,1949-07-30
adjourn,40,9,1949-07-30
plea,19,9,1949-07-30
item,219,9,1949-07-30
recourse,15,9,1949-07-30
supplement,2,9,1949-07-30
wherever,82,9,1949-07-30
complication,17,9,1949-07-30
try,137,9,1949-07-30
burden,35,9,1949-07-30
tackle,10,9,1949-07-30
evoke,2,9,1949-07-30
bound,103,9,1949-07-30
playing,6,9,1949-07-30
approve,22,9,1949-07-30
arrangement,79,9,1949-07-30
express,99,9,1949-07-30
dissatisfaction,14,9,1949-07-30
undermine,7,9,1949-07-30
honest,39,9,1949-07-30
half,101,9,1949-07-30
deliberation,18,9,1949-07-30
protection,116,9,1949-07-30
stabilize,1,9,1949-07-30
satisfactory,30,9,1949-07-30
affairsthat,1,9,1949-07-30
talk,69,9,1949-07-30
somewhat,49,9,1949-07-30
vaguely,3,9,1949-07-30
across,22,9,1949-07-30
brainwave,3,9,1949-07-30
keeping,37,9,1949-07-30
naziruddin,92,9,1949-07-30
ahmad,86,9,1949-07-30
cited,13,9,1949-07-30
heard,127,9,1949-07-30
correctly,23,9,1949-07-30
near,28,9,1949-07-30
disproportionate,4,9,1949-07-30
intervened,6,9,1949-07-30
interval,14,9,1949-07-30
forgotten,34,9,1949-07-30
bigger,17,9,1949-07-30
merger,12,9,1949-07-30
boundary,36,9,1949-07-30
disparity,5,9,1949-07-30
longer,89,9,1949-07-30
172,36,9,1949-07-30
regulates,1,9,1949-07-30
loses,5,9,1949-07-30
importance,154,9,1949-07-30
permit,228,9,1949-07-30
complexion,4,9,1949-07-30
overturning,1,9,1949-07-30
strongly,77,9,1949-07-30
lakshmi,17,9,1949-07-30
kanta,15,9,1949-07-30
answer,50,9,1949-07-30
rate,89,9,1949-07-30
presumed,9,9,1949-07-30
constructive,14,9,1949-07-30
139,7,9,1949-07-30
consolidated,132,9,1949-07-30
circulated,28,9,1949-07-30
unfortunately,100,9,1949-07-30
press,113,9,1949-07-30
exonerated,2,9,1949-07-30
blame,17,9,1949-07-30
attached,32,9,1949-07-30
succeed,16,9,1949-07-30
28,31,9,1949-07-30
range,8,9,1949-07-30
123,10,9,1949-07-30
bewildering,6,9,1949-07-30
multiplicity,5,9,1949-07-30
conflicting,11,9,1949-07-30
unwillingness,2,9,1949-07-30
resile,2,9,1949-07-30
delimitation,17,9,1949-07-30
actual,42,9,1949-07-30
delimiting,2,9,1949-07-30
constitute,43,9,1949-07-30
grave,83,9,1949-07-30
viewpoint,26,9,1949-07-30
information,86,9,1949-07-30
weigh,4,9,1949-07-30
correspond,3,9,1949-07-30
arrive,16,9,1949-07-30
via,5,9,1949-07-30
medium,61,9,1949-07-30
departure,22,9,1949-07-30
krishnamachri,1,9,1949-07-30
apologize,1,9,1949-07-30
disappointment,3,9,1949-07-30
jumble,2,9,1949-07-30
reconcile,5,9,1949-07-30
till,196,9,1949-07-30
yesnew,2,9,1949-07-30
163a,21,9,1949-07-30
12,90,9,1949-07-30
counterpart,6,9,1949-07-30
morning,59,9,1949-07-30
formally,17,9,1949-07-30
remark,125,9,1949-07-30
free,192,9,1949-07-30
fairness,18,9,1949-07-30
convincingly,2,9,1949-07-30
buttressed,1,9,1949-07-30
fortified,3,9,1949-07-30
fore,5,9,1949-07-30
carry,131,9,1949-07-30
tired,3,9,1949-07-30
fatigued,1,9,1949-07-30
discussing,76,9,1949-07-30
recently,63,9,1949-07-30
anyway,13,9,1949-07-30
92,9,9,1949-07-30
94,3,9,1949-07-30
96,6,9,1949-07-30
98,9,9,1949-07-30
99,32,9,1949-07-30
100,20,9,1949-07-30
par,9,9,1949-07-30
48,34,9,1949-07-30
163,5,9,1949-07-30
dated,12,9,1949-07-30
71949,1,9,1949-07-30
save,90,9,1949-07-30
dominion,104,9,1949-07-30
recommends,6,9,1949-07-30
employ,4,9,1949-07-30
canada,20,9,1949-07-30
south,126,9,1949-07-30
africa,15,9,1949-07-30
prevalent,17,9,1949-07-30
consulting,15,9,1949-07-30
clean,5,9,1949-07-30
quarter,27,9,1949-07-30
turned,6,9,1949-07-30
healthy,12,9,1949-07-30
improve,49,9,1949-07-30
insert,10,9,1949-07-30
anythingno,1,9,1949-07-30
rose,24,9,1949-07-30
1071947,1,9,1949-07-30
175,31,9,1949-07-30
127a,4,9,1949-07-30
along,100,9,1949-07-30
210,16,9,1949-07-30
itamendments,1,9,1949-07-30
16,79,9,1949-07-30
17,41,9,1949-07-30
soon,147,9,1949-07-30
presentation,10,9,1949-07-30
return,67,9,1949-07-30
money,229,9,1949-07-30
message,23,9,1949-07-30
requesting,7,9,1949-07-30
reconsider,34,9,1949-07-30
returned,47,9,1949-07-30
withhold,12,9,1949-07-30
therefrom,22,9,1949-07-30
substitution,25,9,1949-07-30
conferred,102,9,1949-07-30
returning,7,9,1949-07-30
thirdly,22,9,1949-07-30
unicameral,2,9,1949-07-30
acting,73,9,1949-07-30
deletes,2,9,1949-07-30
extended,37,9,1949-07-30
bicameral,1,9,1949-07-30
supplementary,8,9,1949-07-30
satish,2,9,1949-07-30
chandra,19,9,1949-07-30
gupta,46,9,1949-07-30
saksenathe,1,9,1949-07-30
emerges,4,9,1949-07-30
paragraph,506,9,1949-07-30
monday,30,9,1949-07-30
adjourned,69,9,1949-07-30
9,98,9,1949-07-30
oclock,46,9,1949-07-30
pm,8,9,1949-07-30
8,75,9,1949-07-30
noon,1,9,1949-07-30
1st,13,9,1949-07-30
1949,72,9,1949-07-30
contd,23,9,1949-07-30
article175contd,1,9,1949-07-30
became,36,9,1949-07-30
resolve,12,9,1949-07-30
send,40,9,1949-07-30
reconsideration,25,9,1949-07-30
ambiguity,11,9,1949-07-30
dispose,49,9,1949-07-30
175article,1,9,1949-07-30
substitutedrestriction,1,9,1949-07-30
transmitted,6,9,1949-07-30
councila,1,9,1949-07-30
orb,19,9,1949-07-30
elapse,8,9,1949-07-30
orc,7,9,1949-07-30
transmit,2,9,1949-07-30
2if,1,9,1949-07-30
mouth,11,9,1949-07-30
elapses,1,9,1949-07-30
agreethe,1,9,1949-07-30
resolved,15,9,1949-07-30
character,111,9,1949-07-30
adopting,29,9,1949-07-30
1911,16,9,1949-07-30
analysis,15,9,1949-07-30
elapsed,1,9,1949-07-30
embodying,3,9,1949-07-30
representing,28,9,1949-07-30
mutual,13,9,1949-07-30
movethat,46,9,1949-07-30
variation,23,9,1949-07-30
respectively,20,9,1949-07-30
commence,4,9,1949-07-30
reception,8,9,1949-07-30
calculated,36,9,1949-07-30
prorogation,6,9,1949-07-30
counted,6,9,1949-07-30
stipulate,1,9,1949-07-30
practically,91,9,1949-07-30
bulk,13,9,1949-07-30
aggregate,8,9,1949-07-30
prominent,9,9,1949-07-30
premier,90,9,1949-07-30
major,59,9,1949-07-30
inordinate,2,9,1949-07-30
extend,52,9,1949-07-30
continuously,18,9,1949-07-30
operation,123,9,1949-07-30
reflection,7,9,1949-07-30
cut,37,9,1949-07-30
overall,8,9,1949-07-30
extends,7,9,1949-07-30
materially,9,9,1949-07-30
alter,50,9,1949-07-30
